"ueid","insertmark","aikz","eid","txt","hinweis","drucken","belegpflicht","quellid","zeitstempel","headerentry","externid"
211596,,A,,B-12 Vertiefungsmodul Islam in Geschichte und Gegenwart,,J,,189253,2021-07-29 12:34:58.302,,
211597,,A,,"BA GS SOPÄDGH P2 DGS-Produktion (KSK) (2546,2547)",,J,,192896,2021-07-29 12:34:58.337,,
211598,,A,,BA GS SOPÄD Förderschwerpunkt Sehen (2387),,J,,192897,2021-07-29 12:34:58.387,,
211599,,A,,Seminare,,J,,192898,2021-07-29 12:34:58.425,,
211600,,A,,Modul 11: Vertiefung/Schwerpunktbildung,,J,,192899,2021-07-29 12:34:58.462,,
211601,,A,,Modul 3: Sprache und Geschichte (sprachenübergreifend),,J,,190238,2021-07-29 12:34:58.498,,
211604,,A,,BA GS SOPÄD 10.3.2 Vertiefungsseminar (SE),,J,,191567,2021-07-29 12:34:58.628,,
211605,,A,,"M5-2 Ordnungen 2 (3 SP, keine MAP) / *siehe Anerkennung",,N,,191565,2021-07-29 12:34:58.679,,
211606,,A,,"M4 Aufbau Gender 2 (4 LP, keine MAP)",,J,,190234,2021-07-29 12:34:58.749,,
211608,,A,,Institut für Physik,,J,,190232,2021-07-29 12:34:58.825,,
211609,,A,,Modul VII: Exkursionen,,J,,191563,2021-07-29 12:34:58.958,,
211610,,A,,MED GS DE Veranstaltungen des Faches Deutsch,,J,,190231,2021-07-29 12:34:59.360,,
211611,,A,,KUWI 6: Vertiefung Techniken - Praktiken - Materialisierungen,,J,,191562,2021-07-29 12:34:59.940,,
211612,,A,,B-09b Islam in Deutschland und Europa,,J,,189259,2021-07-29 12:34:59.140,,
211613,,A,,"B-07 Islamische Philosophie, Kal&#257;m und Mystik",,J,,189257,2021-07-29 12:34:59.204,,
211614,,A,,Ergänzende Tutorien (keine Pflicht-LV),,J,,190241,2021-07-29 12:34:59.326,,
211615,,A,,Modul 2: Projektmodul im Studienschwerpunkt,,J,,191572,2021-07-29 12:34:59.394,,
211616,,A,,Modul 11: Sprache-Text-Struktur-Geschichte,,J,,191571,2021-07-29 12:34:59.444,,
211617,,A,,B-06 Arabisch II,,J,,189265,2021-07-29 12:34:59.510,,
211618,,A,,"Modul 8 Freie Wahl im Fach (2 x 4 LP, + 4 LP mit MAP)",,J,,191570,2021-07-29 12:34:59.573,,
211619,,A,,B-13 Vertiefungsmodul Islamisches Recht und Glaubenspraxis,,J,,189261,2021-07-29 12:34:59.648,,
211620,,A,,UNIcert® II (B2),,J,,190249,2021-07-29 12:34:59.706,,
211621,,A,,KBCh Modul 10 - Spektroskopie und Strukturchemie (SSC),,J,,190248,2021-07-29 12:34:59.769,,
211623,,A,,Modul 8: Literaturwissenschaft: Text- und Medienanalysen,,J,,190246,2021-07-29 12:34:59.852,,
211624,,A,,ENGLISCH,,J,,190244,2021-07-29 12:34:59.886,,
211625,,A,,Schwerpunkt 2: Rechtsetzung und Rechtspolitik - wahlobligatorischer Teil,,J,,190243,2021-07-29 12:34:59.921,,
211626,,A,,MED GS SU Veranstaltungen des Faches Sachunterricht mit Schwerpunkt Gesellschaftswissenschaften,,J,,190242,2021-07-29 12:34:59.960,,
211628,,A,,"2/GRU2 - Mathematische Grundlagen für die Chemie",,J,,197768,2021-07-29 12:35:00.320,,
211632,,A,,"3/GRU3 - Grundlagen der Physik",,J,,197769,2021-07-29 12:35:00.185,,
211634,,A,,Bachelor of Science 2020,,J,,197766,2021-07-29 12:35:00.261,,
211638,,A,,"1/GRU1 - Allgemeine Chemie",,J,,197767,2021-07-29 12:35:00.401,,
211645,,A,,Fachlicher Wahlpflichtbereich - Statistik in den Lebenswissenschaften,,J,,197764,2021-07-29 12:35:00.634,,
211648,,A,,Modul 3: Empirische Grundlagen,,J,,197765,2021-07-29 12:35:00.736,,
211650,,A,,Pflichtbereich,,J,,197762,2021-07-29 12:35:00.805,,
211652,,A,,Fachlicher Wahlpflichtbereich - Vertiefungsgebiet Survey Statistik,,J,,197763,2021-07-29 12:35:00.873,,
211655,,A,,"13/ORG5 - Bioorganische Chemie und Naturstoffchemie",,J,,197779,2021-07-29 12:35:00.982,,
211662,,A,,"11/ORG3 - Organische Chemie &#8211; Struktur und Reaktivität organischer und bioorganischer Verbindungen",,J,,197777,2021-07-29 12:35:01.236,,
211664,,A,,"12/ORG4 - Fortgeschrittene Organische Synthesechemie",,J,,197778,2021-07-29 12:35:01.282,,
211668,,A,,"5/ANO2 / (BZQ-AC-Pr SO 2009) - Anorganisch-chemisches Anfängerpraktikum",,J,,197771,2021-07-29 12:35:01.376,,
211670,,A,,"6/ANO3 - Übergangsmetall- und Koordinationschemie",,J,,197772,2021-07-29 12:35:01.425,,
211672,,A,,"4/ANO1 - s-p-Block-Elemente",,J,,197770,2021-07-29 12:35:01.473,,
211674,,A,,"9/ORG1 - Organische Chemie &#8211; Struktur und Reaktivität",,J,,197775,2021-07-29 12:35:01.522,,
211676,,A,,"10/ORG2 - Grundlegende Methoden der organischen Chemie",,J,,197776,2021-07-29 12:35:01.583,,
211681,,A,,"7/ANO4 - Anorganisch-chemisches Grundpraktikum",,J,,197773,2021-07-29 12:35:01.724,,
211683,,A,,"8/ANO5 - Moderne Anorganische Chemie",,J,,197774,2021-07-29 12:35:01.816,,
211697,,A,,Fachlicher Wahlpflichtbereich - Frei wählbarer Bereich,,J,,197758,2021-07-29 12:35:02.409,,
211718,,A,,BA EW 3 &#8211; Forschungsgrundlagen und Methoden II,,J,,197702,2021-07-29 12:35:03.103,,
211719,,A,,BA EW 4 &#8211; Bildung in der Weltgesellschaft,,J,,197703,2021-07-29 12:35:03.173,,
211722,,A,,BA EW 7 &#8211; Lehren und Lernen,,J,,197706,2021-07-29 12:35:03.596,,
211725,,A,,BA EW 6 &#8211; Bildung über die Lebensspanne mit Schwerpunkt Erwachsenen-/Weiterbildung,,J,,197705,2021-07-29 12:35:03.798,,
211726,,A,,Modul 10: Perspektiven der Erziehungswissenschaften,,J,,197713,2021-07-29 12:35:03.844,,
211728,,A,,"BA EW 9.2 &#8211; Praktikum Bildungsforschung, -planung und -organisation",,J,,197711,2021-07-29 12:35:03.926,,
211730,,A,,BA EW 6 &#8211; Bildung über die Lebensspanne mit Schwerpunkt Erwachsenen-/Weiterbildung,,J,,197717,2021-07-29 12:35:04.500,,
211731,,A,,BA EW 7 &#8211; Lehren und Lernen,,J,,197718,2021-07-29 12:35:04.410,,
211732,,A,,BA EW 4 &#8211; Bildung in der Weltgesellschaft,,J,,197715,2021-07-29 12:35:04.800,,
211734,,A,,"BA EW 9.1 &#8211; Praktikum Erziehungs-, Beratungs- sowie Lehr- und Lernprozesse konzipieren, durchführen und evaluieren",,J,,197710,2021-07-29 12:35:04.148,,
211757,,A,,Fakultative Zusatzangebote im Lehramt (PSE),,J,,192802,2021-07-29 12:35:05.153,,
211758,,A,,BA Geschlechterstudien/Gender Studies Zweitfach StPO 2014,,J,,192807,2021-07-29 12:35:05.226,,
211759,,A,,P24.3.e - Neuronale Systeme,,J,,192801,2021-07-29 12:35:05.251,,
211812,,A,,Zusatzangebot,,J,,197691,2021-07-29 12:35:07.289,,
211815,,A,,P35.4.c - Short-Wavelength Optics Specialization II,,J,,197689,2021-07-29 12:35:07.373,,
211821,,A,,P35.2.c - Nonlinear Photonics Specialization II,,J,,197683,2021-07-29 12:35:07.561,,
211810,,A,,Bachelor Erziehungswissenschaften Kernfach (SO/PO 2020),,J,,197690,2021-12-03 10:00:34.524,,
211822,,A,,P35.3.a/Pe3 - Computational Photonics,,J,,197684,2021-07-29 12:35:07.595,,
211825,,A,,P35.2.a/Pe2 - Physics of Ultrafast Processes,,J,,197681,2021-07-29 12:35:07.698,,
211828,,A,,P35.2.b - Nonlinear Photonics Specialization I,,J,,197682,2021-07-29 12:35:07.801,,
211830,,A,,P35.4.a/Pe4 - Fourier Optics and X-Ray Microscopy,,J,,197687,2021-07-29 12:35:07.871,,
211833,,A,,P35.4.b - Short-Wavelength Optics Specialization I,,J,,197688,2021-07-29 12:35:07.994,,
211836,,A,,P35.3.b - Theoretical Optics Specialization I,,J,,197685,2021-07-29 12:35:08.103,,
211841,,A,,P35.3.c - Theoretical Optics Specialization II,,J,,197686,2021-07-29 12:35:08.279,,
211849,,A,,Fachlicher Wahlpflichtbereich,,J,,197694,2021-07-29 12:35:08.493,,
211855,,A,,Einführung in die Studienordnung,,J,,197692,2021-07-29 12:35:08.666,,
211856,,A,,Pflichtbereich,,J,,197693,2021-07-29 12:35:08.699,,
211861,,A,,Pflichtbereich,,J,,197698,2021-07-29 12:35:08.890,,
211862,,A,,Fachlicher Wahlpflichtbereich,,J,,197699,2021-07-29 12:35:08.927,,
211867,,A,,Zusatzangebot,,J,,197696,2021-07-29 12:35:09.109,,
211870,,A,,Einführung in die Studienordnung,,J,,197697,2021-07-29 12:35:09.220,,
211850,,A,,Bachelor Erziehungswissenschaften Zweitfach (SO/PO 2020),,J,,197695,2021-12-03 10:00:34.547,,
211891,,A,,P35.1.c - Quantum Optics Specialization II,,J,,197680,2021-07-29 12:35:09.968,,
211896,,A,,P35.1.a/Pe1 - Quantum Optics,,J,,197678,2021-07-29 12:35:10.179,,
211899,,A,,P35.1.b - Quantum Optics Specialization I,,J,,197679,2021-07-29 12:35:10.299,,
212199,,A,,P22.X_2010 - Wahlpflichtmodule (SO 2010),,J,,186940,2021-07-29 12:35:22.650,,
211901,,A,,"MED QGS BW SB AGSP Veranstaltungen der Studienanteile Bildungswissenschaften, Sprachbildung, Allgemeine Grundschulpädagogik",,J,,197672,2021-07-29 12:35:10.378,,
211903,,A,,"MED GS BW SB AGSP Veranstaltungen der Studienanteile Bildungswissenschaften, Sprachbildung, Allgemeine Grundschulpädagogik",,J,,197673,2021-07-29 12:35:10.477,,
211906,,A,,WP7 - Vertiefungsmodul Chemie IV,,J,,197670,2021-07-29 12:35:10.608,,
211907,,A,,EUROPEAN STRATEGIC PARTNERSHIP,,J,,197671,2021-07-29 12:35:10.644,,
211917,,A,,Tutorien im Bereich Grundschullehramt,,J,,197674,2021-07-29 12:35:11.440,,
211919,,A,,Tutorien im Bereich Grundschullehramt,,J,,197675,2021-07-29 12:35:11.122,,
211922,,A,,B-04 Koran und Hadith,,J,,189227,2021-07-29 12:35:11.233,,
211923,,A,,Berliner Institut für Islamische Theologie (BIT),,J,,189228,2021-07-29 12:35:11.268,,
211924,,A,,B-04 Koran und Hadith,,J,,189225,2021-07-29 12:35:11.320,,
211925,,A,,B-01a Einführung in das Studium der Islamischen Theologie,,J,,189230,2021-07-29 12:35:11.359,,
211926,,A,,IMP P - Pflichtbereich,,J,,191547,2021-07-29 12:35:11.428,,
211927,,A,,"8. Semester",,J,,190215,2021-07-29 12:35:11.472,,
211928,,A,,"Bachelorstudium INFORMATIK, MATHEMATIK und PHYSIK",,J,,191545,2021-07-29 12:35:11.507,,
211929,,A,,Erweiterung der Sprachkompetenz,,J,,190213,2021-07-29 12:35:11.556,,
211930,,A,,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät",,J,,191544,2021-07-29 12:35:11.597,,
211931,,A,,Operations Research,,J,,190211,2021-07-29 12:35:11.632,,
211932,,A,,MED GS MA Veranstaltungen des Faches Mathematik,,J,,190229,2021-07-29 12:35:11.668,,
211933,,A,,Modul VII: Historische Anthropologie der Musik und musikalische Sozialforschung,,J,,191559,2021-07-29 12:35:11.709,,
211934,,A,,C6 - Analytische Chemie (SO2008),,J,,190228,2021-07-29 12:35:11.745,,
211935,,A,,B-09a Islam in Deutschland und Europa,,J,,189237,2021-07-29 12:35:11.797,,
211936,,A,,B-03 Arabisch I,,J,,189239,2021-07-29 12:35:11.832,,
211937,,A,,B-03 Arabisch I,,J,,189234,2021-07-29 12:35:11.866,,
211938,,A,,B-08a Interreligiöse Perspektiven,,J,,189233,2021-07-29 12:35:11.901,,
211939,,A,,B-02 Islam in Geschichte und Gegenwart,,J,,189241,2021-07-29 12:35:11.952,,
211940,,A,,B-01b Einführung in das Studium der Islamischen Theologie,,J,,189240,2021-07-29 12:35:11.987,,
211941,,A,,Fachdidaktik Wirtschaftswissenschaften,,J,,190226,2021-07-29 12:35:12.370,,
211942,,A,,Studium Oecologicum II: Vertiefung,,J,,192880,2021-07-29 12:35:12.720,,
211943,,A,,B-02 Islam in Geschichte und Gegenwart,,J,,189209,2021-07-29 12:35:12.122,,
211945,,A,,B-06 Arabisch II,,J,,189200,2021-07-29 12:35:12.213,,
211946,,A,,B-10 Arabisch III,,J,,189210,2021-07-29 12:35:12.258,,
211947,,A,,IMP ÜWP - Überfachlicher Wahlpflichtbereich,,J,,191538,2021-07-29 12:35:12.282,,
211948,,A,,Modul 4: Griechische Archäologie I,,J,,190206,2021-07-29 12:35:12.309,,
211949,,A,,B-11 Arabisch IV,,J,,189216,2021-07-29 12:35:12.337,,
211950,,A,,B-05 Islamisches Recht und Glaubenspraxis,,J,,189215,2021-07-29 12:35:12.380,,
211951,,A,,B-03 Arabisch I,,J,,189218,2021-07-29 12:35:12.403,,
211952,,A,,"B-07 Islamische Philosophie, Kal&#257;m und Mystik",,J,,189220,2021-07-29 12:35:12.430,,
211953,,A,,IMP FWB - Fachlicher Wahlpflichtbereich,,J,,191536,2021-07-29 12:35:12.467,,
211954,,A,,GK1504 1 - Graduiertenkolleg 1504,,J,,190205,2021-07-29 12:35:12.504,,
211955,,A,,Fachlicher Wahlpflichtbereich General Management (Bereich A),,J,,190200,2021-07-29 12:35:12.541,,
211962,,A,,MA Geschlechterstudien/Gender Studies StPO 2014,,J,,192810,2021-07-29 12:35:12.764,,
211968,,A,,Gender & Diversity,,J,,192824,2021-07-29 12:35:12.978,,
211969,,A,,freie Angebote,,J,,192825,2021-07-29 12:35:13.140,,
211970,,A,,BUA-Angebote,,J,,192826,2021-07-29 12:35:13.510,,
211971,,A,,Modul Methoden A,,J,,192823,2021-07-29 12:35:13.870,,
221083,,A,,Psychotherapie-Master KLIPP (SoPo 2021),,J,N,221083,2022-01-29 19:27:13.611,,
221031,,A,,Modul 4: Ecosystem Dynamics and Global Change,,J,N,221031,2022-01-13 13:51:58.793,,
210897,,A,,Modul 13: Experimentalpsychologisches Forschungspraktikum,,J,,187278,2022-01-23 12:05:50.633,,
209818,,A,,Modul 07: Entwicklungspsychologie,,J,,188369,2021-12-11 16:24:35.173,,
210753,,A,,"Modul 12: Arbeits-, Ingenieur- und Organisationspsychologie",,J,,190838,2021-12-11 16:24:35.235,,
221069,,A,,Master of Psychology (SoPo 2021),,J,N,221069,2022-01-29 14:00:56.607,,
211439,,A,,Pflichtbereich,,J,,190777,2022-01-29 16:42:27.745,,
211944,,A,,"B-07 Islamische Philosophie, Kal&#257;m und Mystik",,J,,189206,2022-01-31 10:46:07.327,,
211976,,A,,Fachlicher Wahlpflichtbereich Betriebswirtschaftslehre (Bereich B),,J,,186913,2021-07-29 12:35:13.268,,
211977,,A,,Modul: Fachdidaktisches Hauptseminar,,J,,186914,2021-07-29 12:35:13.305,,
211979,,A,,Fachlicher Wahlpflichtbereich Wirtschaftswissenschaften (Bereich C),,J,,186916,2021-07-29 12:35:13.379,,
211981,,A,,MA EW 5.2 &#8211; Forschungsprofil 2: Historische und kulturwissenschaftliche Bildungsforschung I,,J,,186911,2021-07-29 12:35:13.470,,
211983,,A,,Pflichtbereich,,J,,190175,2021-07-29 12:35:13.543,,
211984,,A,,Propädeutikum Griechisch,,J,,190174,2021-07-29 12:35:13.580,,
211985,,A,,"Wahlpflichtbereich (B-02, B-05, B-07)",,J,,189196,2021-07-29 12:35:13.617,,
211987,,A,,UNIcert® II (B2),,J,,190171,2021-07-29 12:35:13.710,,
211988,,A,,Wahlmodul,,J,,189193,2021-07-29 12:35:13.774,,
211989,,A,,Materielle Kultur der Antike II (ARCH 2),,J,,186917,2021-07-29 12:35:13.812,,
211990,,A,,Modul I Epochenvertiefung Mittelalter,,J,,186918,2021-07-29 12:35:13.850,,
211991,,A,,Förderschwerpunkt Hören und Kommunikation,,J,,186919,2021-07-29 12:35:13.888,,
211992,,A,,Modul 9,,J,,190176,2021-07-29 12:35:13.926,,
211993,,A,,MP4 Praktikum,,J,,186924,2021-07-29 12:35:13.963,,
211994,,A,,Modul 6: Vergleichende Medientheorie,,J,,186925,2021-07-29 12:35:14.180,,
211995,,A,,Förderschwerpunkt Sehen,,J,,186927,2021-07-29 12:35:14.550,,
211996,,A,,"K1 Hermeneutik von Religion, Kultur und interreligiösen Beziehungen (ohne Vorkenntnisse)",,J,,186920,2021-07-29 12:35:14.910,,
211997,,A,,M 10 Methoden empirischer Sozialforschung III: ESF I und II,,J,,186921,2021-07-29 12:35:14.127,,
211998,,A,,MWP1 Medien- und Bestandsmanagement,,J,,186922,2021-07-29 12:35:14.172,,
211999,,A,,BA GS SOPÄD Förderschwerpunkt Hören und Kommunikation (2418),,J,,186923,2021-07-29 12:35:14.234,,
212000,,A,,Wirtschaftswissenschaftliche Fakultät,,J,,190185,2021-07-29 12:35:14.281,,
212001,,A,,Modul 6/Modul 6 (1. Fach/2. Fach): Aufbaumodul Fachdidaktik,,J,,190183,2021-07-29 12:35:14.339,,
212002,,A,,Financial Economics,,J,,186928,2021-07-29 12:35:14.376,,
212004,,A,,Modul 15,,J,,189168,2021-07-29 12:35:14.473,,
212005,,A,,Operations Research,,J,,189169,2021-07-29 12:35:14.508,,
212006,,A,,Zentraleinrichtung Sprachenzentrum,,J,,190153,2021-07-29 12:35:14.545,,
212007,,A,,Master Skandinavistik/Nordeuropa-Studien,,J,,189171,2021-07-29 12:35:14.581,,
212008,,A,,Forschungsseminare VWL (nicht anrechenbar für das Studium),,J,,189170,2021-07-29 12:35:14.636,,
212009,,A,,"791 Integrationsmodul neutestamentliche Wissenschaft (SO 2017)",,J,,191489,2021-07-29 12:35:14.672,,
212010,,A,,Fachlicher Wahlpflichtbereich Wirtschaftswissenschaften (Bereich D),,J,,190157,2021-07-29 12:35:14.709,,
212011,,A,,"790 Integrationsmodul alttestamentliche Wissenschaft (SO 2017)",,J,,191487,2021-07-29 12:35:14.764,,
212012,,A,,Berlin School of Mind and Brain,,J,,186902,2021-07-29 12:35:14.801,,
212013,,A,,Förderschwerpunkt Lernen,,J,,186903,2021-07-29 12:35:14.837,,
212014,,A,,P3.1 - Analysis I,,J,,186904,2021-07-29 12:35:14.873,,
212015,,A,,Masterstudiengang Slawische Sprachen (ab WS 2014/15),,J,,186905,2021-07-29 12:35:14.910,,
212017,,A,,Pflichtbereich,,J,,186901,2021-07-29 12:35:14.984,,
212018,,A,,PK9 - Physikalisches Grundpraktikum A,,J,,189178,2021-07-29 12:35:15.380,,
212019,,A,,Accounting,,J,,190160,2021-07-29 12:35:15.750,,
212020,,A,,Accounting,,J,,189181,2021-07-29 12:35:15.126,,
212021,,A,,Förderschwerpunkt Sehen,,J,,186906,2021-07-29 12:35:15.166,,
212022,,A,,Fächer des Praxissemesters an Grundschulen,,J,,186907,2021-07-29 12:35:15.206,,
212023,,A,,Förderschwerpunkt Körperliche und motorische Entwicklung,,J,,186908,2021-07-29 12:35:15.267,,
212024,,A,,Anatomie,,J,,190165,2021-07-29 12:35:15.300,,
212025,,A,,Modul 3: Akustische und visuelle Medien,,J,,186909,2021-07-29 12:35:15.335,,
212026,,A,,CWAU_2014 - Analytik für Fortgeschrittene,,J,,189145,2021-07-29 12:35:15.371,,
212028,,A,,Modul 1: Grundlagenmodul,,J,,192795,2021-07-29 12:35:15.442,,
212030,,A,,P24.4.b - Quantenoptik,,J,,192797,2021-07-29 12:35:15.513,,
212031,,A,,Pflichtmodul II: Außen- und Sicherheitspolitik in Europa,,J,,192798,2021-07-29 12:35:15.549,,
212032,,A,,UeWP Ch - Überfachlicher Wahlpflichtbereich,,J,,192799,2021-07-29 12:35:15.586,,
212033,,A,,Modul VII: Operative Medienanalyse,,J,,190136,2021-07-29 12:35:15.632,,
212034,,A,,P24.3.c - Organische Halbleiter,,J,,192790,2021-07-29 12:35:15.673,,
212035,,A,,Modul V: Populäre Musik als Gegenstand von Theoriebildung,,J,,192792,2021-07-29 12:35:15.712,,
212036,,A,,II.2. Empirische Musiksoziologie und soziologische Aspekte der indigenen (traditionellen) Musik,,J,,190133,2021-07-29 12:35:15.751,,
212037,,A,,K2 Orientierung in Wissenschaft und Praxis,,J,,189161,2021-07-29 12:35:15.789,,
212038,,A,,Modul Glaube - Wissen - Religion (E),,J,,190149,2021-07-29 12:35:15.827,,
212039,,A,,Modul 5: Sprache und Struktur,,J,,190148,2021-07-29 12:35:15.864,,
212040,,A,,Studienanteil fachlicher Wahlpflichtbereich für Studierende ohne LA,,J,,190145,2021-07-29 12:35:15.903,,
212041,,A,,MWP4 Information Retrieval und Informationsvermittlung,,J,,190144,2021-07-29 12:35:15.941,,
212043,,A,,Modul B-10 Der Mensch im Spiegel der Bibel,,J,,189127,2021-07-29 12:35:16.154,,
212044,,A,,Modul B-04b Grundlagen der Systematischen Theologie,,J,,189123,2021-07-29 12:35:16.192,,
212045,,A,,Modul B-07 Jesus Christus: Gott und Mensch,,J,,189126,2021-07-29 12:35:16.229,,
212046,,A,,KM2 - Biologische Systeme,,J,,192772,2021-07-29 12:35:16.266,,
212047,,A,,Med. Psychologie/ Med. Soziologie,,J,,192774,2021-07-29 12:35:16.305,,
212048,,A,,KM1 - Nano-Materialien,,J,,192775,2021-07-29 12:35:16.340,,
212049,,A,,B-05 Islamisches Recht und Glaubenspraxis,,J,,189132,2021-07-29 12:35:16.376,,
212050,,A,,Fachlicher Wahlpflichtbereich - Vertiefungsgebiet Ökonometrie,,J,,192776,2021-07-29 12:35:16.412,,
212051,,A,,"3.2. BRAIN",,J,,192778,2021-07-29 12:35:16.449,,
212052,,A,,MED GS SOPÄD Körperbehindertenpädagogik,,J,,190116,2021-07-29 12:35:16.485,,
212053,,A,,MED GS SOPÄD Rehabilitationssoziologie,,J,,190115,2021-07-29 12:35:16.522,,
212054,,A,,MED GS SOPÄD Sprachbehindertenpädagogik,,J,,190112,2021-07-29 12:35:16.558,,
212055,,A,,Mediävistik,,J,,192770,2021-07-29 12:35:16.594,,
212056,,A,,"MWP3 Informationspolitik, -ethik und &#8211;recht",,J,,192771,2021-07-29 12:35:16.641,,
212057,,A,,MED GS SOPÄD Pädagogik bei Beeinträchtigungen des Lernens,,J,,190110,2021-07-29 12:35:16.701,,
212058,,A,,"Theorien, Methoden, Kanon",,J,,189139,2021-07-29 12:35:16.742,,
212059,,A,,M I: Einführung in die Wissenschaftsforschung,,J,,189138,2021-07-29 12:35:16.781,,
212060,,A,,Modul B-08 Interreligiöse Perspektiven,,J,,189135,2021-07-29 12:35:16.821,,
212061,,A,,Modul B-11 Biblische Sprachen,,J,,189136,2021-07-29 12:35:16.861,,
212062,,A,,B-02 Islam in Geschichte und Gegenwart,,J,,189142,2021-07-29 12:35:16.899,,
212063,,A,,Modul 9: Abschlussmodul,,J,,192783,2021-07-29 12:35:16.958,,
212064,,A,,Modul 15: Grundlagen der Didaktik des Spanischunterrichts,,J,,192784,2021-07-29 12:35:17.180,,
212065,,A,,Förderschwerpunkt Körperliche und motorische Entwicklung,,J,,189144,2021-07-29 12:35:17.760,,
212066,,A,,Modul 2: Materielle Kultur I: Griechenland,,J,,192785,2021-07-29 12:35:17.115,,
212067,,A,,M VI: Praxismodul,,J,,189143,2021-07-29 12:35:17.154,,
212068,,A,,Modul: Praktische Philosophie mit fachdidaktischem Anteil,,J,,192787,2021-07-29 12:35:17.192,,
212069,,A,,Berliner Institut für Islamische Theologie (BIT),,J,,189140,2021-07-29 12:35:17.230,,
212070,,A,,Modul X: Spezialisierung,,J,,192789,2021-07-29 12:35:17.268,,
212071,,A,,"2. Wirtschaftsrecht (ELS)",,J,,190127,2021-07-29 12:35:17.306,,
212072,,A,,Fachlicher Wahlpflichtbereich,,J,,190126,2021-07-29 12:35:17.352,,
212073,,A,,Modul 5: Römische Archäologie I,,J,,190122,2021-07-29 12:35:17.390,,
212074,,A,,"II,4: Musiksemiotik und Begriffsgeschichte",,J,,192782,2021-07-29 12:35:17.429,,
212075,,A,,Modul B-10 Der Mensch im Spiegel der Bibel,,J,,186997,2021-07-29 12:35:17.469,,
212076,,A,,Modul B-02b Grundlagen der Biblischen Theologie,,J,,186998,2021-07-29 12:35:17.509,,
212077,,A,,Modul B-01b Einführung in das Studium der Katholischen Theologie,,J,,186999,2021-07-29 12:35:17.547,,
212078,,A,,Institut für Katholische Theologie (IKT),,J,,186995,2021-07-29 12:35:17.586,,
212079,,A,,Modul B-11 Biblische Sprachen,,J,,186996,2021-07-29 12:35:17.637,,
212084,,A,,BA GS KT Modul 11 (Vertiefung): Der Mensch im Spiegel der Bibel (3589),,J,,197640,2021-07-29 12:35:17.834,,
212088,,A,,BA GS KT Modul 12 (Vertiefung): Biblische Sprachen (3599),,J,,197641,2021-07-29 12:35:18.000,,
212100,,A,,Modul B-03b Grundlagen der Historischen Theologie,,J,,186979,2021-07-29 12:35:18.519,,
212101,,A,,Modul III: Bildgeschichte und Bildtheorie,,J,,186975,2021-07-29 12:35:18.557,,
212102,,A,,Modul 19,,J,,186977,2021-07-29 12:35:18.595,,
212103,,A,,Modul B-04b Grundlagen der Systematischen Theologie,,J,,186978,2021-07-29 12:35:18.633,,
212104,,A,,Modul B-10 Der Mensch im Spiegel der Bibel,,J,,186971,2021-07-29 12:35:18.671,,
212105,,A,,Modul B-02b Grundlagen der Biblischen Theologie,,J,,186972,2021-07-29 12:35:18.708,,
212106,,A,,Modul B-11 Biblische Sprachen,,J,,186973,2021-07-29 12:35:18.746,,
212107,,A,,P32 - Advanced Optical Sciences,,J,,186974,2021-07-29 12:35:18.784,,
212108,,A,,Modul B-01b Einführung in das Studium der Katholischen Theologie,,J,,186970,2021-07-29 12:35:18.822,,
212109,,A,,BA GS IT Modul 9: Vertiefung Islamische Theologie (3989),,J,,197625,2021-07-29 12:35:18.860,,
212110,,A,,BA GS KT Modul 1: Einführung in das Studium der Katholischen Theologie (3489),,J,,197626,2021-07-29 12:35:18.898,,
212111,,A,,BA GS IT Modul 7 (Fachlicher Wahlpflichtbereich): Islamisches Recht und Glaubenspraxis (3969),,J,,197623,2021-07-29 12:35:18.934,,
212112,,A,,"BA GS IT Modul 8 (Fachlicher Wahlpflichtbereich): Islamische Philosophie, Kal&#257;m und Mystik (3979)",,J,,197624,2021-07-29 12:35:18.971,,
212113,,A,,BA GS KT Modul 4b (Fachlicher Wahlpflichtbereich 1): Grundlagen der Historischen Theologie mit religionspädagogischer Vertiefung (35199),,J,,197629,2021-07-29 12:35:19.700,,
212114,,A,,BA GS KT Modul 2: Fachdidaktische Basiskompetenzen (3499),,J,,197627,2021-07-29 12:35:19.430,,
212115,,A,,BA GS KT Modul 3a (Fachlicher Wahlpflichtbereich 1): Grundlagen der Biblischen Theologie (3509),,J,,197628,2021-07-29 12:35:19.770,,
212116,,A,,BA GS IT Modul 5: Diversität und religiöse Pluralität in schulischen und außerschulischen Kontexten (3949),,J,,197621,2021-07-29 12:35:19.115,,
212117,,A,,BA GS IT Modul 6 (Fachlicher Wahlpflichtbereich): Islam in Geschichte und Gegenwart (3959),,J,,197622,2021-07-29 12:35:19.151,,
212118,,A,,BA GS IT Modul 4: Koran und Hadith (3939),,J,,197620,2021-07-29 12:35:19.188,,
212119,,A,,Katholische Theologie; Bachelor of Arts; Kernfach; Vertiefung: mit LA-Option; PO: 2019,,J,,186982,2021-07-29 12:35:19.224,,
212120,,A,,"Modul B-06 Religion, Globalisierung und Pluralisierung",,J,,186983,2021-07-29 12:35:19.262,,
212121,,A,,Modul B-01a Einführung in das Studium der Katholischen Theologie,,J,,186984,2021-07-29 12:35:19.299,,
212122,,A,,Modul B-13 Abschlussmodul,,J,,186980,2021-07-29 12:35:19.336,,
