"texteid","txt","zeitstempel"
12485,Japanese studies colloquium,2014-05-14 09:36:54.993
12486,"&quot;Ôgai&quot; - Mori Rintarô und die Seinen. Sondierungen zu einem kulturellen Symbol - Leben, Werke, Rezeption (Japan)",2014-05-14 09:38:31.240
12487,"Major works in Early Christian Art I (3rd-4th century) (GS/HS-H 235, MEd E, MRC-B1-SG)",2014-05-14 09:41:44.129
12488,Philosophical Colloquium,2014-05-14 09:57:13.871
12489,"Hegels Lectures on the Proofs of the Existence of God (GS/HS - H 380, MEd A, F, MRC-V2c, Philosophiestudierende)",2014-05-14 10:25:59.734
12490,"Dialectical Reason (GS/HS - H 380, MEd F, Philosophiestudierende)",2014-05-14 10:26:53.120
12491,"Public space and religion (GS/HS - H, MEd E, MRC-V3a)",2014-05-14 11:59:21.691
12493,The trace of the Other - An introduction to Emmanuel Levinas philosophy,2014-05-14 12:15:17.574
12494,Elementary Japanese 3,2014-05-14 16:34:42.124
12495,Japanese for advanced learners,2014-05-14 17:00:14.225
12496,"Theories on boundaries and connections between religions (H-460, MRC V1g, M.Ed. F",2014-05-14 18:06:55.566
12497,"The Christian topography of late antique Rome (GS/HS - H 235, MEd E, MRC-B1)",2014-05-15 11:29:49.617
12498,"Christian Archaeology: Recent Studies, Changing Methodologies  (GS/HS - H - SG)",2014-05-15 11:43:10.921
12499,Introduction to business education and training,2014-05-15 15:58:36.110
12500,Introduction to business education and training,2014-05-15 15:58:46.530
19430,"1.1/2.1/2a.1/2b.1 Specific aspects in education for children and young people in the specific area of special education (seminar)",2017-11-24 12:56:52.426
19431,"1.1/2.1/2a.1/2b.1 Specific aspects in education for children and young people in the specific area of special education (seminar)",2017-11-24 12:56:52.453
12503,The Foundation of Ethics in Various Religious Traditions,2014-05-16 13:27:46.326
12504,Multilingualism and socio-cultural identity,2014-05-16 14:04:04.607
12505,Mongolia as area of conflict between 1919 and 1945,2014-05-16 15:23:54.454
12506,"&quot;Jerusalem, Jerusalem, if I forget you&quot; - The holy city in Judaism, Christianity and Islam (GS/HS - H 572, MEd E/F, MRC-K1, V 1a)",2014-05-17 19:57:47.632
12507,"Chapters of the Fathers- Pirkei Avot (GS/HS - H 572/614/624, MEd F, MRC V1c, V1g - SG)",2014-05-17 20:00:07.199
12508,"Jewish Groups in the Second Temple Period (HS-H-572, MEd E, F; MRC-V1c)",2014-05-17 20:01:45.824
12509,Comparing a systematic topic in different religious traditions,2014-05-17 20:18:00.113
12510,Japanese Language and News Media,2014-05-19 10:13:34.277
12511,Introduction to scientific research,2014-05-19 10:23:59.887
12512,"Family, Nation and Modernity in South Asia",2014-05-19 14:06:12.352
12513,Aspirations of Young Adults in India,2014-05-19 14:24:19.827
19432,"1.2/2.2/2a.2/2b.2 Issues in didactics and assessment  in the specific area of special education (seminar)",2017-11-24 12:56:52.473
12515,Learning motivation and counseling,2014-05-21 12:49:41.635
12516,Colloquium for students preparing their masters thesis within the module LM1 Learning motivation and counseling,2014-05-21 12:49:42.870
12517,Colloquium: Learning motivation and counseling,2014-05-21 12:49:42.486
12518,Japan during the Asia-Pacific War: History and Memory,2014-05-22 10:32:55.450
12519,Sources on Japan during the Asia-Pacific War,2014-05-22 10:41:37.712
12521,The Development of a Muslim Identity in South Asia,2014-05-22 11:15:08.839
12522,The development of the Two-Nation-Theory in British-India,2014-05-22 12:01:02.415
12523,Colloquium rehabilitation technology,2014-05-22 13:20:57.361
12524,Philosophical ideas of Mouhammad Iqbal,2014-05-22 13:47:58.392
12525,Pakistan between Democracy and military rule,2014-05-22 14:02:05.910
12526,&quot;communiKATE&quot; for female students,2014-05-22 14:41:18.959
12527,"&quot;Planning your professional future successfully, creatively and in good time&quot;",2014-05-22 14:41:19.105
12528,Planning your career with confidence and networking fairly,2014-05-22 14:41:19.241
12529,&quot;Public speaking 1 - for potential professional speakers&quot;,2014-05-22 14:41:19.359
12530,&quot;Event management for young professionals&quot; (Blended Learning Course),2014-05-22 14:41:19.489
12531,"Marketing, communication and public relations in the cultural sector",2014-05-22 14:41:19.643
12532,&quot;Rhetoric and communication skills for female students&quot;,2014-05-22 14:41:19.784
12533,&quot;Basic business practice&quot; (Blended Learning Course),2014-05-22 14:41:19.921
12534,Writing for film and television - the basics of story development,2014-05-22 14:41:20.350
12535,Fundraising and sponsoring - project management in the cultural sector,2014-05-22 14:41:20.141
19433,"1.2/2.2/2a.2/2b.2 Issues in didactics and assessment  in the specific area of special education (seminar)",2017-11-24 12:56:52.493
12537,&quot;OpenOffice Calc for spreadsheets&quot;,2014-05-22 14:41:20.378
12539,&quot;Rhetoric and communication&quot;,2014-05-22 14:41:20.601
12540,&quot;Intercultura competence&quot; (Blended Learning Course),2014-05-22 14:41:20.724
12541,&quot;Presenting yourself&quot;,2014-05-22 14:41:20.846
12542,&quot;The Basics of German online and media law&quot; (Blended Learning Course),2014-05-22 14:41:21.400
19434,"1.3/2.3/2a.3/2b.3 Advanced studies on didactical and diagnostic concepts the specific area of special education (exercise)",2017-11-24 12:56:52.512
12544,&quot;Project management&quot; (Blended Learning Course),2014-05-22 14:41:21.577
12520,Japanese Film Reviews: Selected Examples and Issues of Translation,2014-06-23 16:03:20.805
19435,"1.3/2.3/2a.3/2b.3 Advanced studies on didactical and diagnostic concepts the specific area of special education (exercise)",2017-11-24 12:56:52.531
12545,&quot;Project management&quot; (Blended Learning Course),2014-05-22 14:41:21.706
19440,"Modul 1: Subject Specialism, including didactics - Sign language education",2017-11-24 13:04:07.945
12547,&quot;Negotiation techniques&quot;,2014-05-22 14:41:22.740
12548,&quot;Resources-oriented career planning for Masters students&quot;,2014-05-22 14:41:22.219
12549,&quot;Authentic self-presentation: discover your signature&quot;,2014-05-22 14:41:22.368
19441,"Modul 1: Subject Specialism, including didactics - Sign language education",2017-11-24 13:04:07.967
12551,&quot;Writing a Masters dissertation: turning ideas into an academic paper&quot;&quot;,2014-05-22 14:41:22.701
12553,Data Analysis with Stata,2014-05-22 14:41:22.903
12554,&quot;The use of media in academia and at work: designing and producing your own printed materials&quot; (Blended Learning Course),2014-05-22 14:41:23.130
12555,&quot;Journalistic work&quot;,2014-05-22 14:41:23.146
12556,"&quot;The basics of mediation: when two dogs fight for a bone, a third mediates&quot;",2014-05-22 14:41:23.272
12558,Online Journalism  reserchaing and blogging,2014-05-22 14:41:23.480
12560,&quot;Staff management techniques in practice&quot; (Blended Learning Course),2014-05-22 14:41:24.600
12561,Public Relations (PR) as a profession - Introduction to strategic media and public relations,2014-05-22 14:41:24.274
12563,"&quot;Conflict management: recognising, handling, preventing and avoiding conflicts&quot;",2014-05-22 14:41:24.668
12564,&quot;Teamwork and leadership&quot;,2014-05-22 14:41:24.803
12565,"Communication in a nutshell for recent graduates - chairing discussions, negotiations training, and conflict management",2014-05-22 14:41:24.932
12566,&quot;Journalism across the media&quot; (Blended Learning Course),2014-05-22 14:41:25.360
12567,Societies and Cultures of Southeast Asia,2014-05-23 14:27:20.460
12568,"Environment, society and politics in Tibet",2014-05-26 11:43:47.168
17350,Library Wolf,2016-10-13 04:33:03.850
12569,Educational action and places to learn - school revisited (reflection),2014-05-26 22:10:04.900
19436,"4.1 Inclusive school development and classroom-based research (lecture)",2017-11-24 12:58:45.429
12571,Theory of communication in AAC,2014-05-27 11:33:57.541
12572,Introduction to Social Sciences,2014-05-27 11:49:55.562
12573,Theories in Sociology,2014-05-27 11:58:59.277
19437,"4.1 Inclusive school development and classroom-based research (lecture)",2017-11-24 12:58:45.449
19438,"4.2 Advanced studies on inclusive school development and classroom-based research (seminar)",2017-11-24 12:58:45.469
12653,Flashlinghtphotolysis,2014-06-06 15:24:10.385
12576,Educational action and places to learn - Berlin: city of school reforms (reflection),2014-05-27 16:17:19.762
12577,Colloquium,2014-05-28 10:28:21.566
12454,The medieval languages of mainland Southeast Asia -,2014-05-28 10:31:52.369
12578,Colonial and Postcolonial Modernisation in South - and Southeast Asia,2014-05-28 11:14:41.876
12579,Introduction to scientific research,2014-05-28 11:39:23.567
12492,"A post-Heideggerian hermeneutics: Luigi Pareysons &quot;Truth and interpretation&quot; (GS/HS - H 380, MEd E,)",2014-05-28 13:39:02.799
12580,"Postcolonial, post-secular and gender/queer theory for critical Religious Studies and Comparative Theology (GS/HS - H 571, MEd, MRC-V2b, Gender Studies BA Modul 3/1)",2014-05-28 14:04:25.700
19439,"4.2 Advanced studies on inclusive school development and classroom-based research (seminar)",2017-11-24 12:58:45.488
12582,Introduction to the Theory and Practice of Pedagogy,2014-05-28 14:36:49.618
12583,Theory of Education and its Legitimation Issues,2014-05-28 14:39:36.301
12584,"Introduction to the Theory of Education, Bildung and School",2014-05-28 14:49:48.359
12585,Research Workshop &quot;Theory und Empirics of Pedagogical Experience&quot;,2014-05-28 14:56:54.797
12586,Theory and Practice of Meditation - Pedagogical Perspectives,2014-05-28 15:03:33.490
12587,Introduction to Qualitative Pedagogical Research,2014-05-28 15:08:48.895
12588,Werner Loch - A Forgotten Educational Theorist?,2014-05-28 15:15:21.479
12589,E = mc² - natural science studies for student with mental disability,2014-06-02 11:26:24.956
12590,Fields of action in special education,2014-06-02 11:37:13.510
12591,Introduction in the pedagogy for people with intellectual disabilities,2014-06-02 11:56:43.986
19452,"2.1 Specific aspects in education of children and young people with particular consideration of the deaf and hard of hearing (seminar)",2017-11-24 13:06:03.361
12593,Current tendencies and questions in the pedagogy for people with intellectual disabilities,2014-06-03 11:28:58.686
12594,Scientific Theory and Pedagogy,2014-06-03 12:01:39.972
12595,"Learning, Bildung and Education: Examining and Problematizing Pedagogical Concepts",2014-06-03 12:08:10.323
12596,Aesthetic Education - Educating Aesthetically,2014-06-03 12:12:36.132
12597,Visuality in Pedagogical Processes - Photography as Social Practice,2014-06-03 12:14:15.605
12598,Basics of didactical issues in the sopporing field of mental development,2014-06-03 12:58:33.890
12599,"Pedagogy and Places of Learning - Institution, Profession, Function",2014-06-04 15:12:15.253
12600,Educational action and places to learn - becoming a professional with empathy and competence (reflection),2014-06-04 15:27:40.514
12601,Educational action and places to learn - school revisited (Preparation),2014-06-04 15:27:41.350
12602,Educational action and places to learn - Schools self efficacy (reflection),2014-06-04 15:28:17.939
12603,Educational action and places to learn - Schools self efficacy (reflection),2014-06-04 15:33:01.791
12604,Diagnostics and supporting strategies,2014-06-04 18:20:39.953
12606,Learning within working-situations,2014-06-05 15:57:56.764
12607,Internal Evaluation in institutions of vocational education and training,2014-06-05 17:50:13.871
12608,Diagnostics in processes of vocational education and training,2014-06-05 17:51:28.231
12609,Methods and findings of experimental research in vocational education and training,2014-06-05 17:53:17.374
12610,Extensive teaching-and-learning arrangements and environments,2014-06-05 17:53:18.143
12611,Economic Rationality and Social Responsibility,2014-06-05 17:53:18.528
12612,Knowledge Management,2014-06-05 17:53:18.927
12613,Internship: Teaching and Auditing,2014-06-05 17:53:19.311
12614,Diagnostics and adaptive teaching in vocational education and training,2014-06-05 17:53:19.678
12615,Basics of Didactis and Methods for Teachers of Physically handicapped students,2014-06-05 21:40:59.348
12616,Diagnostics in the education of physically handicapped,2014-06-05 21:41:32.655
12617,Interdiciplinary Early intervention and Counseling of parents,2014-06-05 21:42:01.600
12618,Current issues of physical disability pedagogy,2014-06-05 21:42:24.394
12619,AAC in practical settings,2014-06-05 23:34:58.184
12620,Preparation of the practical training in schools for special education,2014-06-06 10:02:12.243
12622,Language Disorders within the Framework of Special Education,2014-06-06 10:26:39.345
12623,Supervision of the practical training in schools for special education,2014-06-06 11:23:24.250
12624,Central Language and Speech Disorders,2014-06-06 11:35:45.870
12625,Molecular Microbiology,2014-06-06 15:23:58.450
12626,Methods in Molecular Microbiology,2014-06-06 15:23:58.162
12627,Molecular and Cell Biology of Bacteria I,2014-06-06 15:23:58.245
12628,From gene to protein,2014-06-06 15:23:59.996
12629,Terrestrial arthropods - a success story of evolution,2014-06-06 15:24:01.409
12630,Morphology and ecology of terrestrial arthropods [MFN 5],2014-06-06 15:24:01.502
12631,Organismic problem-solving in terrestrial arthropods,2014-06-06 15:24:01.589
12632,Excursion (locality/topic to be specified),2014-06-06 15:24:01.674
12633,D:Biochemical Methods in the Plant Physiology [ABO 1],2014-06-06 15:24:01.860
12634,Interactions and Communication in Plants,2014-06-06 15:24:02.380
12635,Methods on molecular plan physiology,2014-06-06 15:24:02.169
12636,Signaltransduction,2014-06-06 15:24:02.673
12637,Statistical Physics,2014-06-06 15:24:02.787
12638,A:Neuroethology,2014-06-06 15:24:03.360
12639,Palaeoecology,2014-06-06 15:24:03.903
12640,Aims and methods of genetic engineering,2014-06-06 15:24:04.138
12641,Current problems of molecular biology,2014-06-06 15:24:04.255
12642,Biodiversity and its evolution,2014-06-06 15:24:04.618
12643,Systematic Palaeobiology [MFN 9],2014-06-06 15:24:04.734
12645,Basic methods of molecular biology and genetic engineering,2014-06-06 15:24:05.721
12646,C: RNA Biology of Organellen,2014-06-06 15:24:05.828
16020,Collaborative Research Centres / Graduate Colleges / Honorary Academic Staff,2016-04-28 04:32:43.694
12648,Organelle biology,2014-06-06 15:24:07.854
12649,Diversity of Life,2014-06-06 15:24:07.935
12650,C: Introduction into methods and theory of biodiversity resarch [MFN18],2014-06-06 15:24:08.290
12651,physiological adaptations to extreme environments,2014-06-06 15:24:09.241
12652,Cultivation and Characterization of Microorganisms,2014-06-06 15:24:09.351
12654,Mathematical Modeling of Biological Systems (auch BB/DB),2014-06-06 15:24:10.502
12655,Electrodynamics,2014-06-06 15:24:10.595
12656,Quantum Biophysics and Molecular Dynamics,2014-06-06 15:24:10.682
12657,Theoretical Physics,2014-06-06 15:24:10.751
12658,Biochemistry Seminar,2014-06-06 15:24:10.821
12659,Physiology and biochemistry of prokaryotes,2014-06-06 15:24:11.820
12660,Photobiophysics,2014-06-06 15:24:11.423
12661,Biochemistry Laboratory,2014-06-06 15:24:11.754
12662,Soil ecology,2014-06-06 15:24:12.284
12663,Epigenetic Mechanisms of Developmental Control,2014-06-06 15:24:12.362
12664,The Cell Nucleus,2014-06-06 15:24:12.443
12665,Methods on Molecular Plant Phsiology,2014-06-06 15:24:13.721
12666,Plant Signal transduction pathways and expression control,2014-06-06 15:24:14.328
12667,Introduction to Biophysics,2014-06-06 15:24:14.848
12668,Introduction to Biophysics,2014-06-06 15:24:14.953
12669,Models of Cellular Processes,2014-06-06 15:24:15.149
12670,Introduction to Genetics,2014-06-06 15:24:16.380
12671,Physiology and biochemistry of prokaryotes,2014-06-06 15:24:17.682
12672,General Palaeontology,2014-06-06 15:24:18.700
12673,Thermodynamics of Nonequilibriumprocesses,2014-06-06 15:24:18.192
12674,Microbial Biodiversity,2014-06-06 15:24:18.274
12675,Microbial Biodiversity,2014-06-06 15:24:18.368
12676,New approaches in plant pathology,2014-06-06 15:24:18.985
12677,Diagnosis and characterization of plant pathogens,2014-06-06 15:24:19.710
12678,Evaluation of diagnostic tools and plant protection measures,2014-06-06 15:24:19.149
12679,Plant Biochemistry,2014-06-06 15:24:19.225
12680,Plant protection and ecotoxicology,2014-06-06 15:24:19.639
12681,IIdentification of pathogens/weeds and determination of dose-effect relation,2014-06-06 15:24:19.718
12682,Molecular and Cell Biology of Bacteria II,2014-06-06 15:24:20.345
12683,Molecular and Cell Biology of Bacteria,2014-06-06 15:24:20.561
12684,Physical Chemistry for Biologists,2014-06-06 15:24:20.636
12685,Biophysics of Signaltransduction,2014-06-06 15:24:20.727
12686,Elektrophysiological characterization of ion transport and channels,2014-06-06 15:24:20.902
12687,IR-Spectroscopy,2014-06-06 15:24:21.640
12688,"Molecular Biophysics (nur BBP, DBPh)",2014-06-06 15:24:21.225
12689,ESR- and Fluorescence,2014-06-06 15:24:21.373
12690,Diagnosis and epidemiology of plant pathogens and pests,2014-06-06 15:24:21.630
12691,Molecular Microbiology,2014-06-06 15:24:21.705
12692,Introductory Seminar,2014-06-06 15:24:21.876
12693,Advanced Seminar,2014-06-06 15:24:22.119
12694,Organelle biogenesis and function: Molecular mechanisms,2014-06-06 15:24:22.373
12695,Plant Molecular and Cellular Biology,2014-06-06 15:24:22.531
12696,Current topics in plant molecular research,2014-06-06 15:24:22.616
12697,Molecular analyses of plant cells,2014-06-06 15:24:22.699
12698,Student presentations based on selected topics covered by the lecture course,2014-06-06 15:24:22.789
12699,"Introduction to Zoology  [B1 - 2SP, B24 - 2SP, NFG2 - 2SP]",2014-06-06 15:24:23.443
12700,methods on molecular plant physiology,2014-06-06 15:41:40.152
12701,Survival strategies of microorganisms in extreme environments and membrane-associated processes,2014-06-06 15:43:49.227
12702,Extremopilic microorganisms,2014-06-06 15:45:56.739
12703,Basics of the Didactics of physically handicapped people,2014-06-06 16:02:59.305
12704,Conceptions of Culture in the field of Education,2014-06-10 11:03:46.100
12705,Islam in classroom,2014-06-10 11:03:46.810
12706,Social participation of people with mental disability,2014-06-10 11:40:48.854
12707,Writing Systems in South Asia,2014-06-10 12:34:24.105
12708,Neurology for Special Pedagogy,2014-06-10 12:49:39.589
19442,"Modul 2: Subject Specialism, including didactics - Hearing and communication",2017-11-24 13:04:07.987
12784,Theory and Practice of Meditation - Pedagogical Perspectives,2014-07-29 07:15:44.755
12785,Psychological diagnostics: observation of behavior (Gr. 2),2014-07-29 16:02:27.880
12710,The new BJP government in India: Revival of Hindu nationalism? - The Evolution of Hindu nationalism from early 20th century to the present: Ideas and organisations,2014-06-10 13:26:46.886
12711,&quot;The parting of the ways&quot;? Early Adversus-Judaeos-Literature: Justins Dialogue with the Jew Trypho (KG I) (GS - H 130/131/132/133mL - with Greek),2014-06-11 11:03:26.278
12712,"The Wittenberg Movement 1521/22 (GS - H 130/131/132/133, BA[B]HTmL)",2014-06-11 12:36:21.294
12713,Hebrew reading excercises to accompany the lecture &quot;Theology of the Old Testament&quot;,2014-06-12 14:36:13.440
12714,Preparations of the Practical Training to get familiar with the job,2014-06-12 15:30:17.549
12716,"&quot;Searching for God in the brain ?! - The Cognitive Science of Religion&quot; (H 460, MRC-B2, MEd E)",2014-06-16 10:58:54.140
12717,The idea of Asia,2014-06-16 11:27:39.103
12718,"Disappointment, Failure and Negativity in the Field of Pedagogy",2014-06-17 11:40:25.960
12719,physiological adaptations to extreme environments,2014-06-18 08:42:58.512
12720,physiological adaptations to extreme environments,2014-06-18 08:45:50.811
12721,Chromatin in Development and Differentiation  [ZG2],2014-06-18 10:25:42.115
12722,Principles in Plant Physiology  2.HS,2014-06-18 11:06:53.213
12647,B: Signal Transduction and,2014-06-18 11:17:27.910
12725,Introduction to Japanese History,2014-06-18 12:46:46.267
12726,Text Reading Seminar: Sources and Texts related to the Seminar Introduction of the Western Time System,2014-06-18 13:04:10.221
12724,An Introduction of the Western Time System in 19th century Japan: Background and Problems,2014-06-18 13:13:03.110
12723,An introduction to the Standard Written language of pre-modern Japanese (hyôjun bungo),2014-06-18 13:13:26.405
12727,Introduction to Philippine Studies,2014-06-18 13:43:59.784
12728,Mathematical Modeling of Biomedical Systems,2014-06-18 14:24:05.886
12729,Mathematical Modeling of Biomedical Systems,2014-06-18 14:29:13.218
12730,"Family, Socialisation And Population Growth",2014-06-18 14:57:35.387
12731,Übung zur Vorlesung &quot;Grundbegriffe und Theorien pädagogischen Denkens und Handelns&quot;,2014-06-18 16:01:06.451
12732,Ethology and Evolution,2014-06-19 10:09:55.579
12733,Education in a state of emergency. Education and military dictatorship in South America (second half of the 20th century),2014-06-19 12:30:26.940
12734,So far and yet so close - History of education of Latin American,2014-06-19 13:07:24.662
12735,Immanuel Kant Foundations of the metaphysics of morals,2014-06-19 13:50:44.996
12736,Educational Practice During the Period of National Socialism in Germany and During East German Socialism in the GDR,2014-06-23 09:43:27.847
12737,School Politics in Germany: Disputes and Developments since 1945,2014-06-23 09:45:37.782
12738,"Pedagogy and Places of Learning - Institution, Profession, Function",2014-06-23 10:27:11.696
12739,Research Colloquium in History of Education,2014-06-23 10:43:24.370
12740,Statistics and Methods of Research - Practical Exercises,2014-06-24 14:48:54.630
12741,Statistics and Methods of Research - Lecture,2014-06-24 14:48:54.683
12742,"Educational Diagnostics, Feedback and Evaluation",2014-06-24 14:48:55.135
12743,"Educational Diagnostics, Feedback and Evaluation - Practical Exercises",2014-06-24 14:48:55.526
12744,Psychometric Principles of Educational Achievement Surveys,2014-06-24 14:48:56.700
12745,Statistics II,2014-06-24 14:48:56.455
12746,Molecular  Cell Biology,2014-06-25 13:47:34.902
12747,Current problems of molecular  cell biologie,2014-06-25 14:03:32.124
12748,Molecular  cell biology of the Saccharomyces cerevisiae,2014-06-25 14:16:47.181
12749,Methods in epigenetics,2014-06-25 14:43:44.304
12750,Current topics in epigenetics,2014-06-25 14:43:44.923
12751,Epigenetic mechanisms of gene regulation,2014-06-25 14:43:45.456
12752,Structure and Biology of the Eukaryotic Cell,2014-06-26 09:23:47.270
12753,Methods in Botany,2014-06-27 10:17:49.380
12754,Metamorphoses of Basic Plant Organs,2014-06-27 10:22:09.596
12755,Mongolia as area of conflict between 1919 and 1945,2014-06-30 12:38:04.573
12756,Societies and Cultures of Southeast Asia,2014-06-30 13:13:37.594
12757,The development of the Two-Nation-Theory in British-India,2014-06-30 13:13:38.972
12758,Introduction to Japanese History,2014-06-30 13:50:21.976
12759,"Environment, society and politics in Tibet",2014-06-30 13:50:23.974
12760,Languages of Mainland Southeast Asia - Structures and History,2014-07-08 07:40:40.379
12761,Multilingualism and socio-cultural identity,2014-07-08 07:42:47.326
12762,The medieval languages of mainland Southeast Asia -,2014-07-08 07:44:00.109
12763,An introduction to the Standard Written language of pre-modern Japanese (hyôjun bungo),2014-07-08 07:46:09.172
12764,Elementary Japanese 3,2014-07-08 07:59:05.210
12765,"Teaching, arranging and evaluating learning processes - Instruction as interaction",2014-07-10 19:17:10.850
12766,Qualitative approache and methods of social sciences,2014-07-11 11:51:20.586
12767,Qualitative approache and methods of social sciences,2014-07-11 12:05:17.702
12768,Educational action and places to learn - Equal opportunities in the german education system?,2014-07-11 13:55:32.930
12769,Practice Theory and the History of Education: the educational sys-tems  innovations within the 18th century,2014-07-15 20:56:18.216
19443,"Modul 2: Subject Specialism, including didactics - Hearing and communication",2017-11-24 13:04:08.600
12771,Education Studies - Introduction to Fields of Research and Methods,2014-07-17 23:09:10.630
12772,Knowledge Management,2014-07-22 17:26:45.500
12773,Introduction to the Theory and Practice of Pedagogy,2014-07-29 06:46:28.931
12774,"Learning, Bildung and Education: Examining and Problematizing Pedagogical Concepts",2014-07-29 06:49:16.730
12775,Education Studies - Introduction to Fields of Research and Methods,2014-07-29 06:49:38.841
12776,Statistics and Methods of Research - Practical Exercises,2014-07-29 06:51:48.901
12780,Educational Practice During the Period of National Socialism in Germany and During East German Socialism in the GDR,2014-07-29 06:53:38.743
12781,Education in a state of emergency. Education and military dictatorship in South America (second half of the 20th century),2014-07-29 06:54:04.946
16021,Junior Research Groups (IRI THESys),2016-04-28 04:32:43.741
16022,Junior Research Groups (IRI THESys),2016-04-28 04:32:43.757
16023,Collaborative Research Centres / Graduate Colleges / Honorary Academic Staff,2016-04-28 04:32:43.764
16763,Professional behavior in institutions for the hearing impaired,2016-06-14 19:13:59.771
12777,Statistics and Methods of Research - Lecture,2014-07-29 06:52:08.227
12778,Qualitative approache and methods of social sciences,2014-07-29 06:52:54.308
12779,Qualitative approache and methods of social sciences,2014-07-29 06:53:13.195
19444,Modul 4: Inclusive school development and classroom research,2017-11-24 13:04:08.250
19445,Modul 4: Inclusive school development and classroom research,2017-11-24 13:04:08.530
12786,Psychological diagnostics: observation of behavior (Gr. 1),2014-07-29 16:02:28.609
12787,Counselling and cooperation for childhood and adolescence,2014-07-29 16:02:29.216
12788,Interdependencies/Intersectionalities in Educational Studies,2014-08-21 10:23:25.511
12789,Socialization and Social Privileges,2014-08-21 10:37:01.271
12790,AAC in practical settings,2014-08-21 13:58:53.593
12791,Practice theory and the history of education: an introduction,2014-08-27 11:32:46.548
12792,"Formation, Expansion and International Distribution of Modern Educational Systems",2014-08-27 18:37:55.558
12793,Globalization and Education,2014-08-27 18:39:32.459
12794,Colloquium on Comparative and International Educational Research,2014-08-27 18:42:07.438
12795,Comparison and Context,2014-08-27 18:43:21.798
12796,Elective Modules,2014-09-01 16:13:16.690
12797,Modul 9: English Linguistics III: Research literature,2014-09-01 16:13:16.508
12799,Modul 8: English Linguistics II: Speech and language processes,2014-09-01 16:13:16.868
12800,Modul 14: Topics in Indo-European Linguistics,2014-09-01 16:13:17.714
12801,Institute of Social Sciences,2014-09-01 16:13:18.146
19446,"1.1 German Sign Language III (seminar)",2017-11-24 13:05:11.442
12803,"M6-3 Exercise (or Internship, Conducting an own Project or Creating a Product) (2 CP)",2014-09-01 16:13:21.824
12804,Modul 2: German from the point of view of  Second Language Learning,2014-09-01 16:13:22.615
12805,M2-2 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender II (3 CP; without MAP),2014-09-01 16:13:22.903
12806,Modul 4: Text and Discourse I,2014-09-01 16:13:24.274
12807,Modul 14:  Language and cognition II: Speech and language production and perception,2014-09-01 16:13:24.752
19447,"1.1 German Sign Language III (seminar)",2017-11-24 13:05:11.463
12809,M.A. Program LINGUISTIC,2014-09-01 16:13:26.123
12810,ERASMUS-Courses,2014-09-01 16:13:26.440
12811,Elective Modules,2014-09-01 16:13:26.665
12812,M3-3 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender II (3 CP; without MAP),2014-09-01 16:13:26.919
12813,Modul 13: Language and cognition I: Language acquisition and the mental lexicon,2014-09-01 16:13:27.245
12814,Modul 11: Theoretical Linguistics II: Typology,2014-09-01 16:13:27.958
12815,Modul 2: Linguistic data acquisition,2014-09-01 16:13:28.970
12816,Modul 1: Second Language Acquisition Research,2014-09-01 16:13:28.296
12817,M2-2 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender II (4 CP; 1 MAP),2014-09-01 16:13:28.716
12818,Specialization 2:Teaching German as a Foreign Language,2014-09-01 16:13:28.841
12819,M.A. Program GERMAN AS A FOREIGN LANGUAGE,2014-09-01 16:13:28.898
12820,English Courses,2014-09-01 16:13:29.639
12821,Vocational Qualification Courses,2014-09-01 16:13:29.793
12822,Modul 5: German Linguistics II: Diachrony,2014-09-01 16:13:29.922
12823,Modul 3: German from the point of view of Second Language Teaching I,2014-09-01 16:13:29.978
12824,Specialization 1:Theoretical and Empirical Aspects of German as a Foreign Language,2014-09-01 16:13:30.380
12825,Module 4: Interdependencies,2014-09-01 16:13:31.163
12826,Modul 15: Language and cognition III: Research literature,2014-09-01 16:13:31.465
12827,BA Regional Studies Asia/Africa,2014-09-01 16:13:31.517
19448,"1.2 Didactic, methodological and assessment issues in sign language education, including inclusive teaching issues (seminar)",2017-11-24 13:05:11.483
12829,Free Choice / Guest Auditor Courses,2014-09-01 16:13:32.716
12830,M6-1/2 Interventions (3 CP; 2 MAP),2014-09-01 16:13:33.194
12831,Compulsory Modules,2014-09-01 16:13:34.333
12832,Occupational Area Applied Additional Qualifications (BZQ),2014-09-01 16:13:34.413
19449,"1.2 Didactic, methodological and assessment issues in sign language education, including inclusive teaching issues (seminar)",2017-11-24 13:05:11.503
19450,"1.3 Advanced handling of didactic, methodological and/or assessment issues in sign language education (exercise)",2017-11-24 13:05:11.522
12835,M2-3 Deepening Understanding of Gender I or II (SP: 3 LV; 1 MAP),2014-09-01 16:13:37.850
12836,M3-3 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender II (3 CP; 1 MAP),2014-09-01 16:13:37.121
12837,Modul 7: Grammatiktheorie II: Typology,2014-09-01 16:13:37.256
12838,Modul 1: Representations of linguistic knowledge,2014-09-01 16:13:37.282
12839,M5-2 Orders of Gender II (3 CP; 2 MAP),2014-09-01 16:13:37.321
12840,M5-3 Transdisciplinary Perspectives on Orders of Gender (4 CP; 2 MAP),2014-09-01 16:13:37.643
